FC,LW,DP,NK,AE,pcMK,_SolventAccessibilityD1025,tau2_GRAR740104,tau4_GRAR740104,QSO50_GRAR740104,QSO29_GRAR740104,meanEisenbergHydrophobicity,K_KR
-0.050070695138756977,0.20444742156724846,-0.1556052857617869,0.06798807880430188,0.14680622629203346,-0.2476394815508311,-0.30848601832757105,0.40839331635127685,-0.20426337506386502,0.2687315718430576,0.35162238219602265,-0.3920006026922752,0.5145457035252318
