threshold,TP,FP,TN,FN,TPR = sensitivity = hit rate = recall,TNR = specificity,FPR = fallout = 1 - specificity,accuracy,positive predictive value (PPV) = precision,false discovery rate (FDR) = 1 - PPV,negative predictive value (NPV),false omission rate (FOR) = 1 - NPV,Matthews correlation coefficient (MCC)
-1.0597343172799458,43.0,23.0,20.0,0.0,1.0,0.46511627906976744,0.5348837209302325,0.7325581395348837,0.6515151515151515,0.3484848484848485,1.0,0.0,0.5504818825631803
-1.1079040589744888,43.0,23.0,20.0,0.0,1.0,0.46511627906976744,0.5348837209302325,0.7325581395348837,0.6515151515151515,0.3484848484848485,1.0,0.0,0.5504818825631803
-1.1560738006690319,43.0,25.0,18.0,0.0,1.0,0.4186046511627907,0.5813953488372093,0.7093023255813954,0.6323529411764706,0.36764705882352944,1.0,0.0,0.5144957554275265
-1.204243542363575,43.0,25.0,18.0,0.0,1.0,0.4186046511627907,0.5813953488372093,0.7093023255813954,0.6323529411764706,0.36764705882352944,1.0,0.0,0.5144957554275265
-1.252413284058118,43.0,25.0,18.0,0.0,1.0,0.4186046511627907,0.5813953488372093,0.7093023255813954,0.6323529411764706,0.36764705882352944,1.0,0.0,0.5144957554275265
-1.300583025752661,43.0,25.0,18.0,0.0,1.0,0.4186046511627907,0.5813953488372093,0.7093023255813954,0.6323529411764706,0.36764705882352944,1.0,0.0,0.5144957554275265
-1.3487527674472037,43.0,25.0,18.0,0.0,1.0,0.4186046511627907,0.5813953488372093,0.7093023255813954,0.6323529411764706,0.36764705882352944,1.0,0.0,0.5144957554275265
-1.3969225091417468,43.0,25.0,18.0,0.0,1.0,0.4186046511627907,0.5813953488372093,0.7093023255813954,0.6323529411764706,0.36764705882352944,1.0,0.0,0.5144957554275265
-1.4450922508362898,43.0,27.0,16.0,0.0,1.0,0.37209302325581395,0.627906976744186,0.686046511627907,0.6142857142857143,0.38571428571428573,1.0,0.0,0.47809144373375745
-1.4932619925308328,43.0,28.0,15.0,0.0,1.0,0.3488372093023256,0.6511627906976745,0.6744186046511628,0.6056338028169014,0.39436619718309857,1.0,0.0,0.45963855977692164
-1.5414317342253758,43.0,29.0,14.0,0.0,1.0,0.32558139534883723,0.6744186046511628,0.6627906976744186,0.5972222222222222,0.4027777777777778,1.0,0.0,0.4409585518440984
-1.5896014759199188,43.0,32.0,11.0,0.0,1.0,0.2558139534883721,0.7441860465116279,0.627906976744186,0.5733333333333334,0.4266666666666667,1.0,0.0,0.3829708431025352
-1.6377712176144619,43.0,34.0,9.0,0.0,1.0,0.20930232558139536,0.7906976744186046,0.6046511627906976,0.5584415584415584,0.44155844155844154,1.0,0.0,0.34188172937891387
-1.685940959309005,43.0,36.0,7.0,0.0,1.0,0.16279069767441862,0.8372093023255814,0.5813953488372093,0.5443037974683544,0.45569620253164556,1.0,0.0,0.2976702788937936
-1.734110701003548,43.0,36.0,7.0,0.0,1.0,0.16279069767441862,0.8372093023255814,0.5813953488372093,0.5443037974683544,0.45569620253164556,1.0,0.0,0.2976702788937936
-1.7822804426980907,43.0,36.0,7.0,0.0,1.0,0.16279069767441862,0.8372093023255814,0.5813953488372093,0.5443037974683544,0.45569620253164556,1.0,0.0,0.2976702788937936
-1.8304501843926337,43.0,37.0,6.0,0.0,1.0,0.13953488372093023,0.8604651162790697,0.5697674418604651,0.5375,0.4625,1.0,0.0,0.27386127875258304
-1.8786199260871768,43.0,37.0,6.0,0.0,1.0,0.13953488372093023,0.8604651162790697,0.5697674418604651,0.5375,0.4625,1.0,0.0,0.27386127875258304
-1.9267896677817198,43.0,38.0,5.0,0.0,1.0,0.11627906976744186,0.8837209302325582,0.5581395348837209,0.5308641975308642,0.4691358024691358,1.0,0.0,0.24845199749997662
-1.9749594094762628,43.0,38.0,5.0,0.0,1.0,0.11627906976744186,0.8837209302325582,0.5581395348837209,0.5308641975308642,0.4691358024691358,1.0,0.0,0.24845199749997662
-2.0231291511708056,43.0,39.0,4.0,0.0,1.0,0.09302325581395349,0.9069767441860465,0.5465116279069767,0.524390243902439,0.47560975609756095,1.0,0.0,0.2208630521496931
-2.071298892865349,43.0,39.0,4.0,0.0,1.0,0.09302325581395349,0.9069767441860465,0.5465116279069767,0.524390243902439,0.47560975609756095,1.0,0.0,0.2208630521496931
-2.1194686345598917,43.0,39.0,4.0,0.0,1.0,0.09302325581395349,0.9069767441860465,0.5465116279069767,0.524390243902439,0.47560975609756095,1.0,0.0,0.2208630521496931
-2.167638376254435,43.0,40.0,3.0,0.0,1.0,0.06976744186046512,0.9302325581395349,0.5348837209302325,0.5180722891566265,0.4819277108433735,1.0,0.0,0.1901172751573434
-2.2158081179489777,43.0,40.0,3.0,0.0,1.0,0.06976744186046512,0.9302325581395349,0.5348837209302325,0.5180722891566265,0.4819277108433735,1.0,0.0,0.1901172751573434
-2.263977859643521,43.0,41.0,2.0,0.0,1.0,0.046511627906976744,0.9534883720930233,0.5232558139534884,0.5119047619047619,0.4880952380952381,1.0,0.0,0.1543033499620919
-2.3121476013380637,43.0,41.0,2.0,0.0,1.0,0.046511627906976744,0.9534883720930233,0.5232558139534884,0.5119047619047619,0.4880952380952381,1.0,0.0,0.1543033499620919
-2.3603173430326065,43.0,42.0,1.0,0.0,1.0,0.023255813953488372,0.9767441860465116,0.5116279069767442,0.5058823529411764,0.49411764705882355,1.0,0.0,0.10846522890932808
-2.40848708472715,43.0,43.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,nan,nan,nan
